ID_Cliente,Fecha de compra,ID_articulo
91400,11/05/2021,ART_030
31900,03/05/2022,ART_086
115000,08/03/2021,ART_035
92200,20/06/2023,ART_014
114800,19/05/2020,ART_075
107000,28/05/2020,ART_089
78700,10/12/2021,ART_087
17500,15/05/2024,ART_095
23100,03/05/2024,ART_091
90800,08/01/2022,ART_077
26400,06/01/2023,ART_081
101700,26/10/2020,ART_099
97900,15/04/2023,ART_022
69500,15/03/2024,ART_032
20500,13/11/2019,ART_091
60500,21/11/2022,ART_075
27600,26/02/2022,ART_098
93100,10/12/2023,ART_037
46100,19/12/2019,ART_076
87500,23/11/2022,ART_033
116500,16/04/2024,ART_032
66700,29/01/2020,ART_012
112900,23/10/2022,ART_022
101200,03/03/2025,ART_001
27700,19/07/2024,ART_045
105800,04/06/2024,ART_018
104500,02/04/2024,ART_015
93100,18/09/2024,ART_002
66700,30/03/2023,ART_023
112200,23/06/2020,ART_053
77500,05/08/2021,ART_044
30000,27/01/2023,ART_025
15200,28/10/2022,ART_041
91600,06/03/2020,ART_087
9500,03/09/2024,ART_014
80200,19/03/2022,ART_093
12700,01/07/2020,ART_002
89900,30/04/2024,ART_028
108900,10/03/2025,ART_013
86700,05/11/2020,ART_052
22100,25/11/2021,ART_098
102300,09/06/2020,ART_063
39400,30/03/2022,ART_087
20200,26/09/2021,ART_009
111500,29/11/2022,ART_010
114300,04/01/2024,ART_074
117900,13/05/2023,ART_062
43500,17/03/2024,ART_045
112600,31/10/2024,ART_039
4300,19/02/2024,ART_059
78200,09/09/2020,ART_029
118600,13/02/2025,ART_013
24400,21/03/2020,ART_001
4000,18/09/2021,ART_071
64800,05/05/2020,ART_032
64100,17/06/2023,ART_073
58600,29/06/2020,ART_036
89400,17/10/2019,ART_059
50700,24/08/2023,ART_024
2600,31/03/2023,ART_040
61400,30/08/2020,ART_007
51900,03/08/2020,ART_091
94400,02/12/2022,ART_049
106800,04/04/2021,ART_004
105900,10/08/2021,ART_060
99800,03/07/2024,ART_037
88900,01/08/2024,ART_013
51600,23/06/2023,ART_004
10500,12/10/2023,ART_062
12600,28/01/2023,ART_055
43400,26/06/2020,ART_001
94800,13/01/2023,ART_045
105900,05/11/2024,ART_042
75300,01/11/2023,ART_071
71400,27/10/2023,ART_045
70200,16/10/2020,ART_025
105900,22/11/2022,ART_063
60500,20/10/2021,ART_033
25500,03/08/2020,ART_067
43200,26/07/2021,ART_004
19900,11/10/2021,ART_008
101100,02/03/2023,ART_064
49900,13/09/2024,ART_042
46600,02/08/2022,ART_003
37100,18/09/2024,ART_003
17100,13/12/2024,ART_013
107700,30/08/2024,ART_076
3800,09/02/2022,ART_062
54600,03/07/2020,ART_021
105200,30/08/2022,ART_090
66400,07/09/2023,ART_061
6000,05/02/2020,ART_089
99800,28/09/2021,ART_083
39400,17/03/2024,ART_056
103800,16/08/2023,ART_099
3900,31/10/2020,ART_032
60100,31/12/2020,ART_075
55400,24/06/2023,ART_091
82500,24/02/2022,ART_056
44800,13/10/2020,ART_024
67600,01/08/2022,ART_027
109100,20/07/2023,ART_044
30400,29/06/2021,ART_018
25200,22/09/2024,ART_024
22400,20/05/2021,ART_061
16300,14/01/2025,ART_051
53400,21/07/2022,ART_056
78000,11/07/2021,ART_019
109600,18/01/2025,ART_016
20700,22/03/2025,ART_029
61200,29/07/2022,ART_081
20100,11/05/2024,ART_042
82700,25/12/2021,ART_047
28900,21/07/2022,ART_085
5600,23/02/2025,ART_043
116200,05/01/2022,ART_051
87200,06/03/2020,ART_024
22200,28/05/2022,ART_084
73900,18/04/2021,ART_021
38500,05/03/2021,ART_042
93000,24/10/2021,ART_040
111400,21/05/2021,ART_034
42500,12/06/2022,ART_013
109600,20/01/2020,ART_088
43100,29/09/2021,ART_091
40700,07/05/2023,ART_030
33200,27/11/2021,ART_074
85600,16/03/2021,ART_035
60400,02/11/2024,ART_045
107400,05/03/2020,ART_013
53200,06/09/2024,ART_021
75200,22/09/2024,ART_027
57600,23/06/2020,ART_059
25700,10/08/2022,ART_067
46000,29/05/2021,ART_054
12600,11/05/2021,ART_030
79300,27/04/2024,ART_022
58700,04/09/2023,ART_034
48500,25/02/2022,ART_045
44500,17/09/2022,ART_021
56700,09/03/2023,ART_015
92800,25/12/2019,ART_057
36400,11/06/2022,ART_067
75800,04/09/2024,ART_098
23100,17/12/2024,ART_033
32500,07/12/2022,ART_070
117900,07/06/2022,ART_044
36400,10/01/2021,ART_072
93200,23/01/2023,ART_045
29100,22/06/2024,ART_069
99700,16/04/2021,ART_016
33300,07/07/2024,ART_079
43100,14/06/2023,ART_032
29900,11/11/2019,ART_032
11100,17/10/2021,ART_020
17000,26/01/2025,ART_023
4000,29/06/2024,ART_023
104800,10/07/2024,ART_054
51900,19/03/2021,ART_083
91700,20/10/2020,ART_100
112700,08/03/2022,ART_004
104600,17/08/2021,ART_068
18700,25/07/2021,ART_010
3300,04/01/2025,ART_092
83400,12/02/2021,ART_049
96700,22/03/2021,ART_084
12000,09/01/2020,ART_096
39600,06/01/2022,ART_012
19900,03/12/2020,ART_073
86200,12/10/2021,ART_012
29600,03/06/2022,ART_022
62800,26/06/2024,ART_007
99200,03/08/2024,ART_054
106900,19/04/2020,ART_084
46600,04/06/2024,ART_051
99100,31/10/2019,ART_023
54500,29/07/2022,ART_034
51500,29/05/2024,ART_005
67600,01/10/2024,ART_095
117300,06/05/2021,ART_074
102400,16/02/2025,ART_056
12600,23/08/2020,ART_062
71700,24/10/2023,ART_032
10800,28/04/2021,ART_039
108600,04/10/2021,ART_055
39000,06/04/2021,ART_073
23400,11/09/2023,ART_023
90200,29/03/2023,ART_059
100,22/07/2021,ART_033
2600,01/11/2022,ART_007
50300,07/07/2024,ART_039
20900,19/10/2021,ART_099
96900,06/11/2023,ART_081
66000,09/08/2021,ART_014
17400,18/05/2021,ART_091
104700,08/09/2022,ART_086
118700,07/05/2021,ART_090
58500,07/02/2021,ART_015
24000,03/08/2021,ART_097
1400,04/12/2019,ART_063
52900,23/08/2023,ART_034
28800,13/11/2020,ART_045
27100,19/07/2022,ART_093
85900,26/10/2023,ART_035
8100,08/08/2023,ART_024
24600,27/10/2022,ART_008
55600,11/01/2022,ART_015
74100,03/12/2020,ART_100
52900,22/12/2020,ART_088
82300,30/09/2022,ART_008
46300,10/12/2024,ART_081
3200,14/08/2023,ART_074
9900,29/07/2021,ART_002
64800,29/11/2024,ART_049
110600,03/12/2021,ART_010
69400,24/05/2022,ART_094
75100,23/11/2022,ART_071
84100,04/10/2021,ART_086
87300,01/12/2020,ART_010
3300,16/03/2020,ART_097
110900,23/10/2020,ART_035
45500,29/12/2024,ART_029
78900,18/12/2023,ART_055
7400,30/10/2021,ART_096
12100,19/10/2022,ART_024
72000,03/09/2021,ART_045
78400,05/08/2020,ART_014
10000,03/07/2021,ART_017
31800,16/10/2019,ART_066
96100,25/05/2024,ART_067
22900,03/12/2022,ART_042
90600,29/11/2024,ART_060
110000,09/01/2020,ART_041
81300,25/12/2021,ART_020
59100,11/05/2023,ART_075
38600,04/01/2020,ART_100
9600,16/12/2021,ART_086
116400,17/07/2021,ART_049
55200,01/02/2023,ART_044
27400,11/08/2024,ART_042
100,17/01/2025,ART_077
17700,27/08/2024,ART_036
44200,17/07/2023,ART_051
51200,31/10/2024,ART_016
97900,03/11/2024,ART_039
27500,17/10/2022,ART_060
88500,29/01/2025,ART_069
79600,12/10/2020,ART_006
2600,04/08/2020,ART_003
107300,16/09/2023,ART_048
94000,30/07/2021,ART_062
110100,31/01/2020,ART_059
73100,19/06/2020,ART_068
115200,04/12/2019,ART_034
116300,22/02/2020,ART_018
42600,03/03/2020,ART_027
23400,13/08/2020,ART_049
90800,06/08/2023,ART_018
40700,25/08/2023,ART_100
10200,05/06/2023,ART_077
114400,09/12/2023,ART_091
33200,10/07/2021,ART_034
71000,16/01/2024,ART_100
40600,29/09/2021,ART_096
69900,15/10/2024,ART_016
83900,07/07/2020,ART_015
23100,13/07/2023,ART_006
77700,01/11/2022,ART_025
85800,05/12/2023,ART_092
2900,09/05/2023,ART_013
101600,20/05/2024,ART_014
56500,01/03/2023,ART_072
44800,15/06/2020,ART_030
1200,23/10/2021,ART_023
13700,27/06/2022,ART_021
68500,12/10/2020,ART_081
83900,23/02/2024,ART_001
46000,23/01/2020,ART_053
49000,26/02/2025,ART_069
92700,04/09/2022,ART_042
117000,14/02/2022,ART_085
2700,20/12/2021,ART_059
20700,29/08/2023,ART_088
72600,07/02/2021,ART_081
92700,27/12/2022,ART_090
10300,04/11/2022,ART_100
62000,28/05/2021,ART_074
59400,02/01/2021,ART_027
83700,03/12/2022,ART_028
74100,06/07/2021,ART_051
30700,13/06/2023,ART_044
75500,20/05/2024,ART_027
31900,28/03/2024,ART_081
53400,31/12/2022,ART_062
103300,23/01/2024,ART_036
84000,30/03/2021,ART_034
51100,16/12/2022,ART_011
88300,16/08/2023,ART_046
111300,02/07/2023,ART_052
5400,04/04/2023,ART_004
37400,28/10/2019,ART_032
53300,14/04/2022,ART_082
64900,26/12/2022,ART_013
18200,30/04/2021,ART_092
52500,11/03/2023,ART_037
18000,24/06/2024,ART_032
60000,24/08/2021,ART_098
52800,06/02/2025,ART_026
32000,08/04/2022,ART_050
80200,08/04/2022,ART_098
95400,28/03/2020,ART_090
72700,01/01/2023,ART_099
9300,05/07/2021,ART_079
27400,10/11/2020,ART_063
86500,13/10/2024,ART_031
56100,02/03/2021,ART_086
74600,18/11/2023,ART_041
41300,16/10/2022,ART_075
31300,31/08/2021,ART_017
11500,22/04/2021,ART_068
13500,25/08/2020,ART_025
107400,15/06/2022,ART_026
83500,05/08/2024,ART_095
71200,11/08/2022,ART_038
99800,03/02/2024,ART_012
26800,01/01/2025,ART_004
41800,20/12/2023,ART_014
92200,23/02/2024,ART_028
79400,30/06/2023,ART_021
65600,11/12/2020,ART_081
64900,08/03/2022,ART_038
51300,07/11/2023,ART_003
99300,02/01/2021,ART_078
22700,08/11/2021,ART_040
6500,21/08/2023,ART_078
84100,08/10/2022,ART_096
39600,08/10/2020,ART_017
36200,01/08/2024,ART_012
24500,30/10/2021,ART_011
88700,28/02/2025,ART_016
100000,29/12/2022,ART_053
112700,01/12/2019,ART_001
44400,24/01/2024,ART_064
56900,13/11/2022,ART_077
12500,29/02/2024,ART_017
25400,25/12/2022,ART_009
104900,25/01/2024,ART_025
25100,07/10/2024,ART_049
9500,24/06/2024,ART_016
27200,10/04/2024,ART_048
32200,14/11/2021,ART_005
57800,25/01/2024,ART_001
66600,03/08/2023,ART_095
41600,28/08/2021,ART_057
13000,14/12/2022,ART_085
100800,07/09/2023,ART_075
13400,11/08/2022,ART_062
14400,08/02/2021,ART_070
39100,28/07/2021,ART_003
38200,22/01/2025,ART_096
38000,21/05/2020,ART_014
97900,09/09/2020,ART_086
76300,15/03/2021,ART_083
48700,25/06/2021,ART_092
23400,14/02/2022,ART_040
57200,09/06/2023,ART_041
76100,28/12/2021,ART_037
114200,05/09/2020,ART_068
38000,19/06/2024,ART_099
104100,22/10/2019,ART_009
4900,01/09/2023,ART_054
44900,21/09/2022,ART_063
26300,30/11/2024,ART_007
18400,29/12/2022,ART_061
96900,22/10/2020,ART_072
93800,26/11/2021,ART_078
18400,06/06/2022,ART_008
12900,22/01/2024,ART_031
42000,28/05/2023,ART_036
81000,12/03/2025,ART_066
16700,17/06/2022,ART_050
31500,17/08/2024,ART_009
64400,07/01/2022,ART_090
22100,09/08/2024,ART_042
45400,07/03/2025,ART_014
85200,08/10/2023,ART_050
69500,12/03/2022,ART_062
115900,21/05/2020,ART_014
91800,09/02/2023,ART_053
110200,17/11/2023,ART_063
118900,07/08/2022,ART_057
101200,04/09/2023,ART_098
86200,06/08/2021,ART_037
7200,31/08/2021,ART_058
102300,13/12/2020,ART_087
103400,10/06/2024,ART_029
33600,28/06/2020,ART_028
93300,05/01/2024,ART_008
80200,12/01/2023,ART_040
47900,28/01/2020,ART_034
77200,18/03/2025,ART_021
8800,24/05/2024,ART_086
23400,25/05/2024,ART_098
54300,28/05/2020,ART_009
21700,07/12/2023,ART_052
1100,13/09/2024,ART_018
28000,23/12/2019,ART_039
61800,17/06/2023,ART_049
28200,01/12/2021,ART_018
64700,17/03/2022,ART_043
2200,26/07/2024,ART_048
54400,27/01/2021,ART_065
48300,10/09/2022,ART_068
26600,20/03/2020,ART_089
91200,28/05/2023,ART_099
100,02/05/2024,ART_037
84400,27/01/2021,ART_018
42500,23/04/2020,ART_005
115900,08/11/2020,ART_042
76500,21/08/2023,ART_045
39000,24/11/2021,ART_083
101000,12/12/2019,ART_097
11700,20/06/2021,ART_035
64500,28/07/2023,ART_085
112200,14/03/2024,ART_069
88400,23/12/2022,ART_017
27200,29/07/2021,ART_050
10100,09/02/2025,ART_009
58300,09/02/2025,ART_096
55500,13/12/2022,ART_090
26100,26/08/2024,ART_088
40700,01/08/2023,ART_033
45000,19/02/2022,ART_018
27500,18/01/2022,ART_080
92300,27/02/2021,ART_042
47500,03/11/2022,ART_053
104200,18/02/2025,ART_009
48300,25/03/2024,ART_053
53700,08/08/2022,ART_037
22900,17/04/2020,ART_017
84800,30/12/2024,ART_096
3700,15/01/2022,ART_054
18100,01/02/2025,ART_087
20800,28/11/2021,ART_077
54000,25/10/2024,ART_085
18600,16/02/2021,ART_079
99500,30/03/2022,ART_007
21800,24/07/2023,ART_100
1500,20/02/2023,ART_073
93700,05/09/2020,ART_059
53300,09/09/2024,ART_088
47400,17/02/2020,ART_078
65300,06/09/2021,ART_071
34000,25/01/2022,ART_065
14800,04/09/2020,ART_065
109200,09/02/2024,ART_016
97800,05/04/2023,ART_021
23000,21/05/2020,ART_078
115600,18/03/2020,ART_015
97100,21/04/2022,ART_017
39200,15/04/2022,ART_067
80500,03/01/2025,ART_084
40100,08/03/2021,ART_095
104800,21/09/2021,ART_004
27300,28/11/2022,ART_032
50100,06/08/2020,ART_087
13900,26/12/2022,ART_040
25000,22/09/2020,ART_039
31400,19/02/2020,ART_009
16400,18/05/2022,ART_041
47700,30/05/2020,ART_062
32500,17/07/2024,ART_087
14100,11/12/2022,ART_070
74000,21/02/2025,ART_018
113000,14/05/2022,ART_059
16000,04/08/2020,ART_024
28100,05/09/2022,ART_054
71400,23/03/2020,ART_023
88300,16/02/2021,ART_032
61400,14/11/2023,ART_023
77900,07/01/2022,ART_081
61600,02/11/2020,ART_081
32000,22/02/2021,ART_077
96800,09/08/2020,ART_027
40500,13/12/2019,ART_033
69700,29/09/2023,ART_021
7800,15/08/2024,ART_053
109800,25/12/2020,ART_037
6100,23/06/2024,ART_076
49500,02/01/2020,ART_015
77400,21/10/2021,ART_079
68600,13/01/2024,ART_071
97300,01/11/2022,ART_063
83200,25/10/2021,ART_024
49600,17/04/2020,ART_012
61300,02/12/2022,ART_011
34800,12/07/2021,ART_049
16400,19/10/2020,ART_061
67700,12/07/2023,ART_002
27700,18/09/2023,ART_024
32700,30/11/2019,ART_035
17100,03/11/2020,ART_020
43400,15/06/2024,ART_056
58200,14/05/2023,ART_076
92300,13/05/2023,ART_042
25100,16/01/2020,ART_036
39700,27/06/2021,ART_023
91500,01/09/2023,ART_026
117000,03/03/2025,ART_020
55500,27/09/2023,ART_008
75400,22/10/2023,ART_029
8100,18/02/2025,ART_080
90100,09/07/2021,ART_078
20700,06/01/2024,ART_056
52300,31/10/2020,ART_057
16400,17/08/2023,ART_018
68500,06/02/2024,ART_098
21900,16/11/2023,ART_012
38100,18/05/2024,ART_049
34600,27/03/2021,ART_029
46200,18/11/2019,ART_065
19200,20/08/2020,ART_006
14700,24/06/2020,ART_087
14100,28/10/2020,ART_095
94900,30/01/2021,ART_061
34400,11/01/2021,ART_003
94900,05/10/2022,ART_068
41000,12/09/2020,ART_092
43300,25/02/2024,ART_047
23600,23/04/2020,ART_015
5100,17/02/2023,ART_062
66000,03/07/2024,ART_053
15500,14/03/2025,ART_001
45400,09/11/2022,ART_005
29100,10/12/2022,ART_033
38200,31/03/2021,ART_082
83800,29/08/2024,ART_066
15400,07/10/2024,ART_061
98500,03/03/2020,ART_022
20800,06/11/2020,ART_085
67600,21/10/2021,ART_073
95100,08/02/2022,ART_060
19200,26/05/2024,ART_078
67300,16/04/2023,ART_052
36000,17/12/2020,ART_083
12600,16/10/2021,ART_030
30400,30/01/2024,ART_074
78700,18/02/2024,ART_091
37600,05/10/2023,ART_089
97900,15/07/2023,ART_100
25300,16/10/2021,ART_058
61900,22/02/2020,ART_041
99100,26/10/2022,ART_099
5300,29/12/2020,ART_035
35500,31/05/2020,ART_035
65300,10/09/2021,ART_081
67800,25/11/2022,ART_048
115100,05/11/2022,ART_009
95100,05/01/2020,ART_023
86900,19/12/2022,ART_024
42600,12/02/2020,ART_010
42200,23/06/2024,ART_005
58100,11/12/2023,ART_049
6200,19/04/2023,ART_012
54500,18/02/2021,ART_077
114500,11/06/2024,ART_010
7700,01/08/2022,ART_041
107300,31/10/2024,ART_062
91500,08/02/2020,ART_051
20400,22/12/2023,ART_049
76700,16/10/2023,ART_088
102100,15/09/2022,ART_032
23600,29/05/2024,ART_005
26700,09/02/2021,ART_029
97200,23/11/2024,ART_032
97400,21/08/2021,ART_100
80600,22/04/2023,ART_006
16200,16/10/2024,ART_038
101700,14/11/2020,ART_046
114700,14/05/2022,ART_067
56200,23/04/2024,ART_004
79800,20/08/2020,ART_051
69300,05/03/2020,ART_030
21900,17/10/2024,ART_090
86600,12/01/2025,ART_100
58300,14/08/2022,ART_098
111600,21/12/2024,ART_071
7300,13/07/2022,ART_078
59900,10/02/2020,ART_016
63800,02/05/2020,ART_028
58900,24/03/2021,ART_065
89100,12/03/2024,ART_035
87200,13/07/2020,ART_051
3000,03/03/2024,ART_060
49600,18/04/2023,ART_084
97000,23/07/2024,ART_079
87300,28/11/2022,ART_077
43400,26/04/2020,ART_006
108600,13/05/2021,ART_079
84300,22/07/2021,ART_032
114300,24/04/2023,ART_087
56200,28/08/2022,ART_036
1800,12/03/2020,ART_032
109100,17/12/2019,ART_056
72200,12/09/2023,ART_040
10600,25/12/2021,ART_046
107100,01/01/2025,ART_069
39100,13/03/2021,ART_070
12400,21/09/2021,ART_055
20900,24/08/2023,ART_044
1000,06/06/2022,ART_023
24800,16/08/2023,ART_038
72100,27/11/2020,ART_058
99000,14/06/2023,ART_012
65800,11/11/2019,ART_079
61200,18/07/2022,ART_022
107300,15/10/2024,ART_073
14100,20/08/2024,ART_062
51600,16/04/2023,ART_040
37500,31/08/2022,ART_075
10000,25/12/2019,ART_070
106200,10/08/2020,ART_060
21700,25/12/2020,ART_021
14300,03/10/2020,ART_054
78700,20/06/2020,ART_068
52800,31/12/2022,ART_087
51400,25/12/2019,ART_083
117500,12/02/2022,ART_088
84100,22/12/2019,ART_075
108400,29/09/2021,ART_067
4800,22/05/2020,ART_003
77600,25/03/2022,ART_097
87500,17/07/2023,ART_050
82700,27/03/2020,ART_065
96100,15/11/2024,ART_092
111800,11/02/2021,ART_084
66000,21/11/2023,ART_054
35200,05/01/2020,ART_005
3800,25/08/2022,ART_055
42000,19/05/2020,ART_089
